Time,House,School,Health_center,Mosque,Water_pump
20131124:0507,0.305,0.15,0.15,0.85,0.57
20131124:0607,0.335,0.46,0.46,0.5,0.71
20131124:0707,0.305,0.92,0.92,0.1,0.86
20131124:0807,0.256,0.92,0.92,0.1,1
20131124:0907,0.262,1,1,0.1,1
20131124:1007,0.302,1,1,0.1,1
20131124:1107,0.325,1,1,1,0.86
20131124:1207,0.421,1,1,1,0.71
20131124:1307,0.316,1,1,1,0.71
20131124:1407,0.255,1,1,0.5,0.86
20131124:1507,0.242,1,1,1,0.86
20131124:1607,0.249,0.85,0.85,1,1
20131124:1707,0.401,0.31,0.31,0.5,1
20131124:1807,0.75,0.15,0.15,1,0.71
20131124:1907,0.611,0.15,0.15,1,0.57
20131124:2007,0.412,0.15,0.15,0.1,0.29
20131124:2107,0.292,0.15,0.15,0.1,0.14
20131124:2207,0.183,0.15,0.15,0.1,0.14
20131124:2307,0.125,0.15,0.15,0.1,0.14
20131125:0007,0.066,0.15,0.15,0.1,0.14
20131125:0107,0.058,0.15,0.15,0.1,0.14
20131125:0207,0.058,0.15,0.15,0.1,0.14
20131125:0307,0.058,0.15,0.15,0.1,0.29
20131125:0407,0.199,0.15,0.15,0.85,0.43
20131125:0507,0.305,0.15,0.15,0.85,0.57
20131125:0607,0.335,0.46,0.46,0.5,0.71
20131125:0707,0.305,0.92,0.92,0.1,0.86
20131125:0807,0.256,0.92,0.92,0.1,1
20131125:0907,0.262,1,1,0.1,1
20131125:1007,0.302,1,1,0.1,1
20131125:1107,0.325,1,1,1,0.86
20131125:1207,0.421,1,1,1,0.71
20131125:1307,0.316,1,1,1,0.71
20131125:1407,0.255,1,1,0.5,0.86
20131125:1507,0.242,1,1,1,0.86
20131125:1607,0.249,0.85,0.85,1,1
20131125:1707,0.401,0.31,0.31,0.5,1
20131125:1807,0.75,0.15,0.15,1,0.71
20131125:1907,0.611,0.15,0.15,1,0.57
20131125:2007,0.412,0.15,0.15,0.1,0.29
20131125:2107,0.292,0.15,0.15,0.1,0.14
20131125:2207,0.183,0.15,0.15,0.1,0.14
20131125:2307,0.125,0.15,0.15,0.1,0.14
20131126:0007,0.066,0.15,0.15,0.1,0.14
20131126:0107,0.058,0.15,0.15,0.1,0.14
20131126:0207,0.058,0.15,0.15,0.1,0.14
20131126:0307,0.058,0.15,0.15,0.1,0.29
20131126:0407,0.199,0.15,0.15,0.85,0.43
20131126:0507,0.305,0.15,0.15,0.85,0.57
20131126:0607,0.335,0.46,0.46,0.5,0.71
20131126:0707,0.305,0.92,0.92,0.1,0.86
20131126:0807,0.256,0.92,0.92,0.1,1
20131126:0907,0.262,1,1,0.1,1
20131126:1007,0.302,1,1,0.1,1
20131126:1107,0.325,1,1,1,0.86
20131126:1207,0.421,1,1,1,0.71
20131126:1307,0.316,1,1,1,0.71
20131126:1407,0.255,1,1,0.5,0.86
20131126:1507,0.242,1,1,1,0.86
20131126:1607,0.249,0.85,0.85,1,1
20131126:1707,0.401,0.31,0.31,0.5,1
20131126:1807,0.75,0.15,0.15,1,0.71
20131126:1907,0.611,0.15,0.15,1,0.57
20131126:2007,0.412,0.15,0.15,0.1,0.29
20131126:2107,0.292,0.15,0.15,0.1,0.14
20131126:2207,0.183,0.15,0.15,0.1,0.14
20131126:2307,0.125,0.15,0.15,0.1,0.14
20131127:0007,0.066,0.15,0.15,0.1,0.14
20131127:0107,0.058,0.15,0.15,0.1,0.14
20131127:0207,0.058,0.15,0.15,0.1,0.14
20131127:0307,0.058,0.15,0.15,0.1,0.29
20131127:0407,0.199,0.15,0.15,0.85,0.43
20131127:0507,0.305,0.15,0.15,0.85,0.57
20131127:0607,0.335,0.46,0.46,0.5,0.71
20131127:0707,0.305,0.92,0.92,0.1,0.86
20131127:0807,0.256,0.92,0.92,0.1,1
20131127:0907,0.262,1,1,0.1,1
20131127:1007,0.302,1,1,0.1,1
20131127:1107,0.325,1,1,1,0.86
20131127:1207,0.421,1,1,1,0.71
20131127:1307,0.316,1,1,1,0.71
20131127:1407,0.255,1,1,0.5,0.86
20131127:1507,0.242,1,1,1,0.86
20131127:1607,0.249,0.85,0.85,1,1
20131127:1707,0.401,0.31,0.31,0.5,1
20131127:1807,0.75,0.15,0.15,1,0.71
20131127:1907,0.611,0.15,0.15,1,0.57
20131127:2007,0.412,0.15,0.15,0.1,0.29
20131127:2107,0.292,0.15,0.15,0.1,0.14
20131127:2207,0.183,0.15,0.15,0.1,0.14
20131127:2307,0.125,0.15,0.15,0.1,0.14
20131128:0007,0.066,0.15,0.15,0.1,0.14
20131128:0107,0.058,0.15,0.15,0.1,0.14
20131128:0207,0.058,0.15,0.15,0.1,0.14
20131128:0307,0.058,0.15,0.15,0.1,0.29
20131128:0407,0.199,0.15,0.15,0.85,0.43
20131128:0507,0.305,0.15,0.15,0.85,0.57
20131128:0607,0.335,0.46,0.46,0.5,0.71
20131128:0707,0.305,0.92,0.92,0.1,0.86
20131128:0807,0.256,0.92,0.92,0.1,1
20131128:0907,0.262,1,1,0.1,1
20131128:1007,0.302,1,1,0.1,1
20131128:1107,0.325,1,1,1,0.86
20131128:1207,0.421,1,1,1,0.71
20131128:1307,0.316,1,1,1,0.71
20131128:1407,0.255,1,1,0.5,0.86
20131128:1507,0.242,1,1,1,0.86
20131128:1607,0.249,0.85,0.85,1,1
20131128:1707,0.401,0.31,0.31,0.5,1
20131128:1807,0.75,0.15,0.15,1,0.71
20131128:1907,0.611,0.15,0.15,1,0.57
20131128:2007,0.412,0.15,0.15,0.1,0.29
20131128:2107,0.292,0.15,0.15,0.1,0.14
20131128:2207,0.183,0.15,0.15,0.1,0.14
20131128:2307,0.125,0.15,0.15,0.1,0.14
20131129:0007,0.066,0.15,0.15,0.1,0.14
20131129:0107,0.058,0.15,0.15,0.1,0.14
20131129:0207,0.058,0.15,0.15,0.1,0.14
20131129:0307,0.058,0.15,0.15,0.1,0.29
20131129:0407,0.199,0.15,0.15,0.85,0.43
20131129:0507,0.305,0.15,0.15,0.85,0.57
20131129:0607,0.335,0.46,0.46,0.5,0.71
20131129:0707,0.305,0.92,0.92,0.1,0.86
20131129:0807,0.256,0.92,0.92,0.1,1
20131129:0907,0.262,1,1,0.1,1
20131129:1007,0.302,1,1,0.1,1
20131129:1107,0.325,1,1,1,0.86
20131129:1207,0.421,1,1,1,0.71
20131129:1307,0.316,1,1,1,0.71
20131129:1407,0.255,1,1,0.5,0.86
20131129:1507,0.242,1,1,1,0.86
20131129:1607,0.249,0.85,0.85,1,1
20131129:1707,0.401,0.31,0.31,0.5,1
20131129:1807,0.75,0.15,0.15,1,0.71
20131129:1907,0.611,0.15,0.15,1,0.57
20131129:2007,0.412,0.15,0.15,0.1,0.29
20131129:2107,0.292,0.15,0.15,0.1,0.14
20131129:2207,0.183,0.15,0.15,0.1,0.14
20131129:2307,0.125,0.15,0.15,0.1,0.14
20131130:0007,0.066,0.15,0.15,0.1,0.14
20131130:0107,0.058,0.15,0.15,0.1,0.14
20131130:0207,0.058,0.15,0.15,0.1,0.14
20131130:0307,0.058,0.15,0.15,0.1,0.29
20131130:0407,0.199,0.15,0.15,0.85,0.43
20131130:0507,0.305,0.15,0.15,0.85,0.57
20131130:0607,0.335,0.46,0.46,0.5,0.71
20131130:0707,0.305,0.92,0.92,0.1,0.86
20131130:0807,0.256,0.92,0.92,0.1,1
20131130:0907,0.262,1,1,0.1,1
20131130:1007,0.302,1,1,0.1,1
20131130:1107,0.325,1,1,1,0.86
20131130:1207,0.421,1,1,1,0.71
20131130:1307,0.316,1,1,1,0.71
20131130:1407,0.255,1,1,0.5,0.86
20131130:1507,0.242,1,1,1,0.86
20131130:1607,0.249,0.85,0.85,1,1
20131130:1707,0.401,0.31,0.31,0.5,1
20131130:1807,0.75,0.15,0.15,1,0.71
20131130:1907,0.611,0.15,0.15,1,0.57
20131130:2007,0.412,0.15,0.15,0.1,0.29
20131130:2107,0.292,0.15,0.15,0.1,0.14
20131130:2207,0.183,0.15,0.15,0.1,0.14
20131130:2307,0.125,0.15,0.15,0.1,0.14
20131201:0007,0.061,0.15,0.15,0.1,0.14
20131201:0107,0.053,0.15,0.15,0.1,0.14
20131201:0207,0.053,0.15,0.15,0.1,0.14
20131201:0307,0.053,0.15,0.15,0.1,0.29
20131201:0407,0.183,0.15,0.15,0.85,0.43
20131201:0507,0.281,0.15,0.15,0.85,0.57
20131201:0607,0.309,0.46,0.46,0.5,0.71
20131201:0707,0.281,0.92,0.92,0.1,0.86
20131201:0807,0.236,0.92,0.92,0.1,1
20131201:0907,0.242,1,1,0.1,1
20131201:1007,0.278,1,1,0.1,1
20131201:1107,0.299,1,1,1,0.86
20131201:1207,0.389,1,1,1,0.71
20131201:1307,0.292,1,1,1,0.71
20131201:1407,0.235,1,1,0.5,0.86
20131201:1507,0.223,1,1,1,0.86
20131201:1607,0.23,0.85,0.85,1,1
20131201:1707,0.37,0.31,0.31,0.5,1
20131201:1807,0.692,0.15,0.15,1,0.71
20131201:1907,0.563,0.15,0.15,1,0.57
20131201:2007,0.38,0.15,0.15,0.1,0.29
20131201:2107,0.269,0.15,0.15,0.1,0.14
20131201:2207,0.169,0.15,0.15,0.1,0.14
20131201:2307,0.114,0.15,0.15,0.1,0.14
20131202:0007,0.061,0.15,0.15,0.1,0.14
20131202:0107,0.053,0.15,0.15,0.1,0.14
20131202:0207,0.053,0.15,0.15,0.1,0.14
20131202:0307,0.053,0.15,0.15,0.1,0.29
20131202:0407,0.183,0.15,0.15,0.85,0.43
20131202:0507,0.281,0.15,0.15,0.85,0.57
20131202:0607,0.309,0.46,0.46,0.5,0.71
20131202:0707,0.281,0.92,0.92,0.1,0.86
20131202:0807,0.236,0.92,0.92,0.1,1
20131202:0907,0.242,1,1,0.1,1
20131202:1007,0.278,1,1,0.1,1
20131202:1107,0.299,1,1,1,0.86
20131202:1207,0.389,1,1,1,0.71
20131202:1307,0.292,1,1,1,0.71
20131202:1407,0.235,1,1,0.5,0.86
20131202:1507,0.223,1,1,1,0.86
20131202:1607,0.23,0.85,0.85,1,1
20131202:1707,0.37,0.31,0.31,0.5,1
20131202:1807,0.692,0.15,0.15,1,0.71
20131202:1907,0.563,0.15,0.15,1,0.57
20131202:2007,0.38,0.15,0.15,0.1,0.29
20131202:2107,0.269,0.15,0.15,0.1,0.14
20131202:2207,0.169,0.15,0.15,0.1,0.14
20131202:2307,0.114,0.15,0.15,0.1,0.14
20131203:0007,0.061,0.15,0.15,0.1,0.14
20131203:0107,0.053,0.15,0.15,0.1,0.14
20131203:0207,0.053,0.15,0.15,0.1,0.14
20131203:0307,0.053,0.15,0.15,0.1,0.29
20131203:0407,0.183,0.15,0.15,0.85,0.43
20131203:0507,0.281,0.15,0.15,0.85,0.57
20131203:0607,0.309,0.46,0.46,0.5,0.71
20131203:0707,0.281,0.92,0.92,0.1,0.86
20131203:0807,0.236,0.92,0.92,0.1,1
20131203:0907,0.242,1,1,0.1,1
20131203:1007,0.278,1,1,0.1,1
20131203:1107,0.299,1,1,1,0.86
20131203:1207,0.389,1,1,1,0.71
20131203:1307,0.292,1,1,1,0.71
20131203:1407,0.235,1,1,0.5,0.86
20131203:1507,0.223,1,1,1,0.86
20131203:1607,0.23,0.85,0.85,1,1
20131203:1707,0.37,0.31,0.31,0.5,1
20131203:1807,0.692,0.15,0.15,1,0.71
20131203:1907,0.563,0.15,0.15,1,0.57
20131203:2007,0.38,0.15,0.15,0.1,0.29
20131203:2107,0.269,0.15,0.15,0.1,0.14
20131203:2207,0.169,0.15,0.15,0.1,0.14
20131203:2307,0.114,0.15,0.15,0.1,0.14
20131204:0007,0.061,0.15,0.15,0.1,0.14
20131204:0107,0.053,0.15,0.15,0.1,0.14
20131204:0207,0.053,0.15,0.15,0.1,0.14
20131204:0307,0.053,0.15,0.15,0.1,0.29
20131204:0407,0.183,0.15,0.15,0.85,0.43
20131204:0507,0.281,0.15,0.15,0.85,0.57
20131204:0607,0.309,0.46,0.46,0.5,0.71
20131204:0707,0.281,0.92,0.92,0.1,0.86
20131204:0807,0.236,0.92,0.92,0.1,1
20131204:0907,0.242,1,1,0.1,1
20131204:1007,0.278,1,1,0.1,1
20131204:1107,0.299,1,1,1,0.86
20131204:1207,0.389,1,1,1,0.71
20131204:1307,0.292,1,1,1,0.71
20131204:1407,0.235,1,1,0.5,0.86
20131204:1507,0.223,1,1,1,0.86
20131204:1607,0.23,0.85,0.85,1,1
20131204:1707,0.37,0.31,0.31,0.5,1
20131204:1807,0.692,0.15,0.15,1,0.71
20131204:1907,0.563,0.15,0.15,1,0.57
20131204:2007,0.38,0.15,0.15,0.1,0.29
20131204:2107,0.269,0.15,0.15,0.1,0.14
20131204:2207,0.169,0.15,0.15,0.1,0.14
20131204:2307,0.114,0.15,0.15,0.1,0.14
20131205:0007,0.061,0.15,0.15,0.1,0.14
20131205:0107,0.053,0.15,0.15,0.1,0.14
20131205:0207,0.053,0.15,0.15,0.1,0.14
20131205:0307,0.053,0.15,0.15,0.1,0.29
20131205:0407,0.183,0.15,0.15,0.85,0.43
20131205:0507,0.281,0.15,0.15,0.85,0.57
20131205:0607,0.309,0.46,0.46,0.5,0.71
20131205:0707,0.281,0.92,0.92,0.1,0.86
20131205:0807,0.236,0.92,0.92,0.1,1
20131205:0907,0.242,1,1,0.1,1
20131205:1007,0.278,1,1,0.1,1
20131205:1107,0.299,1,1,1,0.86
20131205:1207,0.389,1,1,1,0.71
20131205:1307,0.292,1,1,1,0.71
20131205:1407,0.235,1,1,0.5,0.86
20131205:1507,0.223,1,1,1,0.86
20131205:1607,0.23,0.85,0.85,1,1
20131205:1707,0.37,0.31,0.31,0.5,1
20131205:1807,0.692,0.15,0.15,1,0.71
20131205:1907,0.563,0.15,0.15,1,0.57
20131205:2007,0.38,0.15,0.15,0.1,0.29
20131205:2107,0.269,0.15,0.15,0.1,0.14
20131205:2207,0.169,0.15,0.15,0.1,0.14
20131205:2307,0.114,0.15,0.15,0.1,0.14
20131206:0007,0.061,0.15,0.15,0.1,0.14
20131206:0107,0.053,0.15,0.15,0.1,0.14
20131206:0207,0.053,0.15,0.15,0.1,0.14
20131206:0307,0.053,0.15,0.15,0.1,0.29
20131206:0407,0.183,0.15,0.15,0.85,0.43
20131206:0507,0.281,0.15,0.15,0.85,0.57
20131206:0607,0.309,0.46,0.46,0.5,0.71
20131206:0707,0.281,0.92,0.92,0.1,0.86
20131206:0807,0.236,0.92,0.92,0.1,1
20131206:0907,0.242,1,1,0.1,1
20131206:1007,0.278,1,1,0.1,1
20131206:1107,0.299,1,1,1,0.86
20131206:1207,0.389,1,1,1,0.71
20131206:1307,0.292,1,1,1,0.71
20131206:1407,0.235,1,1,0.5,0.86
20131206:1507,0.223,1,1,1,0.86
20131206:1607,0.23,0.85,0.85,1,1
20131206:1707,0.37,0.31,0.31,0.5,1
20131206:1807,0.692,0.15,0.15,1,0.71
20131206:1907,0.563,0.15,0.15,1,0.57
20131206:2007,0.38,0.15,0.15,0.1,0.29
20131206:2107,0.269,0.15,0.15,0.1,0.14
20131206:2207,0.169,0.15,0.15,0.1,0.14
20131206:2307,0.114,0.15,0.15,0.1,0.14
20131207:0007,0.061,0.15,0.15,0.1,0.14
20131207:0107,0.053,0.15,0.15,0.1,0.14
20131207:0207,0.053,0.15,0.15,0.1,0.14
20131207:0307,0.053,0.15,0.15,0.1,0.29
20131207:0407,0.183,0.15,0.15,0.85,0.43
20131207:0507,0.281,0.15,0.15,0.85,0.57
20131207:0607,0.309,0.46,0.46,0.5,0.71
20131207:0707,0.281,0.92,0.92,0.1,0.86
20131207:0807,0.236,0.92,0.92,0.1,1
20131207:0907,0.242,1,1,0.1,1
20131207:1007,0.278,1,1,0.1,1
20131207:1107,0.299,1,1,1,0.86
20131207:1207,0.389,1,1,1,0.71
20131207:1307,0.292,1,1,1,0.71
20131207:1407,0.235,1,1,0.5,0.86
20131207:1507,0.223,1,1,1,0.86
20131207:1607,0.23,0.85,0.85,1,1
20131207:1707,0.37,0.31,0.31,0.5,1
20131207:1807,0.692,0.15,0.15,1,0.71
20131207:1907,0.563,0.15,0.15,1,0.57
20131207:2007,0.38,0.15,0.15,0.1,0.29
20131207:2107,0.269,0.15,0.15,0.1,0.14
20131207:2207,0.169,0.15,0.15,0.1,0.14
20131207:2307,0.114,0.15,0.15,0.1,0.14
20131208:0007,0.061,0.15,0.15,0.1,0.14
20131208:0107,0.053,0.15,0.15,0.1,0.14
20131208:0207,0.053,0.15,0.15,0.1,0.14
20131208:0307,0.053,0.15,0.15,0.1,0.29
20131208:0407,0.183,0.15,0.15,0.85,0.43
20131208:0507,0.281,0.15,0.15,0.85,0.57
20131208:0607,0.309,0.46,0.46,0.5,0.71
20131208:0707,0.281,0.92,0.92,0.1,0.86
20131208:0807,0.236,0.92,0.92,0.1,1
20131208:0907,0.242,1,1,0.1,1
20131208:1007,0.278,1,1,0.1,1
20131208:1107,0.299,1,1,1,0.86
20131208:1207,0.389,1,1,1,0.71
20131208:1307,0.292,1,1,1,0.71
20131208:1407,0.235,1,1,0.5,0.86
20131208:1507,0.223,1,1,1,0.86
20131208:1607,0.23,0.85,0.85,1,1
20131208:1707,0.37,0.31,0.31,0.5,1
20131208:1807,0.692,0.15,0.15,1,0.71
20131208:1907,0.563,0.15,0.15,1,0.57
20131208:2007,0.38,0.15,0.15,0.1,0.29
20131208:2107,0.269,0.15,0.15,0.1,0.14
20131208:2207,0.169,0.15,0.15,0.1,0.14
20131208:2307,0.114,0.15,0.15,0.1,0.14
20131209:0007,0.061,0.15,0.15,0.1,0.14
20131209:0107,0.053,0.15,0.15,0.1,0.14
20131209:0207,0.053,0.15,0.15,0.1,0.14
20131209:0307,0.053,0.15,0.15,0.1,0.29
20131209:0407,0.183,0.15,0.15,0.85,0.43
20131209:0507,0.281,0.15,0.15,0.85,0.57
20131209:0607,0.309,0.46,0.46,0.5,0.71
20131209:0707,0.281,0.92,0.92,0.1,0.86
20131209:0807,0.236,0.92,0.92,0.1,1
20131209:0907,0.242,1,1,0.1,1
20131209:1007,0.278,1,1,0.1,1
20131209:1107,0.299,1,1,1,0.86
20131209:1207,0.389,1,1,1,0.71
20131209:1307,0.292,1,1,1,0.71
20131209:1407,0.235,1,1,0.5,0.86
20131209:1507,0.223,1,1,1,0.86
20131209:1607,0.23,0.85,0.85,1,1
20131209:1707,0.37,0.31,0.31,0.5,1
20131209:1807,0.692,0.15,0.15,1,0.71
20131209:1907,0.563,0.15,0.15,1,0.57
20131209:2007,0.38,0.15,0.15,0.1,0.29
20131209:2107,0.269,0.15,0.15,0.1,0.14
20131209:2207,0.169,0.15,0.15,0.1,0.14
20131209:2307,0.114,0.15,0.15,0.1,0.14
20131210:0007,0.061,0.15,0.15,0.1,0.14
20131210:0107,0.053,0.15,0.15,0.1,0.14
20131210:0207,0.053,0.15,0.15,0.1,0.14
20131210:0307,0.053,0.15,0.15,0.1,0.29
20131210:0407,0.183,0.15,0.15,0.85,0.43
20131210:0507,0.281,0.15,0.15,0.85,0.57
20131210:0607,0.309,0.46,0.46,0.5,0.71
20131210:0707,0.281,0.92,0.92,0.1,0.86
20131210:0807,0.236,0.92,0.92,0.1,1
20131210:0907,0.242,1,1,0.1,1
20131210:1007,0.278,1,1,0.1,1
20131210:1107,0.299,1,1,1,0.86
20131210:1207,0.389,1,1,1,0.71
20131210:1307,0.292,1,1,1,0.71
20131210:1407,0.235,1,1,0.5,0.86
20131210:1507,0.223,1,1,1,0.86
20131210:1607,0.23,0.85,0.85,1,1
20131210:1707,0.37,0.31,0.31,0.5,1
20131210:1807,0.692,0.15,0.15,1,0.71
20131210:1907,0.563,0.15,0.15,1,0.57
20131210:2007,0.38,0.15,0.15,0.1,0.29
20131210:2107,0.269,0.15,0.15,0.1,0.14
20131210:2207,0.169,0.15,0.15,0.1,0.14
20131210:2307,0.114,0.15,0.15,0.1,0.14
20131211:0007,0.061,0.15,0.15,0.1,0.14
20131211:0107,0.053,0.15,0.15,0.1,0.14
20131211:0207,0.053,0.15,0.15,0.1,0.14
20131211:0307,0.053,0.15,0.15,0.1,0.29
20131211:0407,0.183,0.15,0.15,0.85,0.43
20131211:0507,0.281,0.15,0.15,0.85,0.57
20131211:0607,0.309,0.46,0.46,0.5,0.71
20131211:0707,0.281,0.92,0.92,0.1,0.86
20131211:0807,0.236,0.92,0.92,0.1,1
20131211:0907,0.242,1,1,0.1,1
20131211:1007,0.278,1,1,0.1,1
20131211:1107,0.299,1,1,1,0.86
20131211:1207,0.389,1,1,1,0.71
20131211:1307,0.292,1,1,1,0.71
20131211:1407,0.235,1,1,0.5,0.86
20131211:1507,0.223,1,1,1,0.86
20131211:1607,0.23,0.85,0.85,1,1
20131211:1707,0.37,0.31,0.31,0.5,1
20131211:1807,0.692,0.15,0.15,1,0.71
20131211:1907,0.563,0.15,0.15,1,0.57
20131211:2007,0.38,0.15,0.15,0.1,0.29
20131211:2107,0.269,0.15,0.15,0.1,0.14
20131211:2207,0.169,0.15,0.15,0.1,0.14
20131211:2307,0.114,0.15,0.15,0.1,0.14
20131212:0007,0.061,0.15,0.15,0.1,0.14
20131212:0107,0.053,0.15,0.15,0.1,0.14
20131212:0207,0.053,0.15,0.15,0.1,0.14
20131212:0307,0.053,0.15,0.15,0.1,0.29
20131212:0407,0.183,0.15,0.15,0.85,0.43
20131212:0507,0.281,0.15,0.15,0.85,0.57
20131212:0607,0.309,0.46,0.46,0.5,0.71
20131212:0707,0.281,0.92,0.92,0.1,0.86
20131212:0807,0.236,0.92,0.92,0.1,1
20131212:0907,0.242,1,1,0.1,1
20131212:1007,0.278,1,1,0.1,1
20131212:1107,0.299,1,1,1,0.86
20131212:1207,0.389,1,1,1,0.71
20131212:1307,0.292,1,1,1,0.71
20131212:1407,0.235,1,1,0.5,0.86
20131212:1507,0.223,1,1,1,0.86
20131212:1607,0.23,0.85,0.85,1,1
20131212:1707,0.37,0.31,0.31,0.5,1
20131212:1807,0.692,0.15,0.15,1,0.71
20131212:1907,0.563,0.15,0.15,1,0.57
20131212:2007,0.38,0.15,0.15,0.1,0.29
20131212:2107,0.269,0.15,0.15,0.1,0.14
20131212:2207,0.169,0.15,0.15,0.1,0.14
20131212:2307,0.114,0.15,0.15,0.1,0.14
20131213:0007,0.061,0.15,0.15,0.1,0.14
20131213:0107,0.053,0.15,0.15,0.1,0.14
20131213:0207,0.053,0.15,0.15,0.1,0.14
20131213:0307,0.053,0.15,0.15,0.1,0.29
20131213:0407,0.183,0.15,0.15,0.85,0.43
20131213:0507,0.281,0.15,0.15,0.85,0.57
20131213:0607,0.309,0.46,0.46,0.5,0.71
20131213:0707,0.281,0.92,0.92,0.1,0.86
20131213:0807,0.236,0.92,0.92,0.1,1
20131213:0907,0.242,1,1,0.1,1
20131213:1007,0.278,1,1,0.1,1
20131213:1107,0.299,1,1,1,0.86
20131213:1207,0.389,1,1,1,0.71
20131213:1307,0.292,1,1,1,0.71
20131213:1407,0.235,1,1,0.5,0.86
20131213:1507,0.223,1,1,1,0.86
20131213:1607,0.23,0.85,0.85,1,1
20131213:1707,0.37,0.31,0.31,0.5,1
20131213:1807,0.692,0.15,0.15,1,0.71
20131213:1907,0.563,0.15,0.15,1,0.57
20131213:2007,0.38,0.15,0.15,0.1,0.29
20131213:2107,0.269,0.15,0.15,0.1,0.14
20131213:2207,0.169,0.15,0.15,0.1,0.14
20131213:2307,0.114,0.15,0.15,0.1,0.14
20131214:0007,0.061,0.15,0.15,0.1,0.14
20131214:0107,0.053,0.15,0.15,0.1,0.14
20131214:0207,0.053,0.15,0.15,0.1,0.14
20131214:0307,0.053,0.15,0.15,0.1,0.29
20131214:0407,0.183,0.15,0.15,0.85,0.43
20131214:0507,0.281,0.15,0.15,0.85,0.57
20131214:0607,0.309,0.46,0.46,0.5,0.71
20131214:0707,0.281,0.92,0.92,0.1,0.86
20131214:0807,0.236,0.92,0.92,0.1,1
20131214:0907,0.242,1,1,0.1,1
20131214:1007,0.278,1,1,0.1,1
20131214:1107,0.299,1,1,1,0.86
20131214:1207,0.389,1,1,1,0.71
20131214:1307,0.292,1,1,1,0.71
20131214:1407,0.235,1,1,0.5,0.86
20131214:1507,0.223,1,1,1,0.86
20131214:1607,0.23,0.85,0.85,1,1
20131214:1707,0.37,0.31,0.31,0.5,1
20131214:1807,0.692,0.15,0.15,1,0.71
20131214:1907,0.563,0.15,0.15,1,0.57
20131214:2007,0.38,0.15,0.15,0.1,0.29
20131214:2107,0.269,0.15,0.15,0.1,0.14
20131214:2207,0.169,0.15,0.15,0.1,0.14
20131214:2307,0.114,0.15,0.15,0.1,0.14
20131215:0007,0.061,0.15,0.15,0.1,0.14
20131215:0107,0.053,0.15,0.15,0.1,0.14
20131215:0207,0.053,0.15,0.15,0.1,0.14
20131215:0307,0.053,0.15,0.15,0.1,0.29
20131215:0407,0.183,0.15,0.15,0.85,0.43
20131215:0507,0.281,0.15,0.15,0.85,0.57
20131215:0607,0.309,0.46,0.46,0.5,0.71
20131215:0707,0.281,0.92,0.92,0.1,0.86
20131215:0807,0.236,0.92,0.92,0.1,1
20131215:0907,0.242,1,1,0.1,1
20131215:1007,0.278,1,1,0.1,1
20131215:1107,0.299,1,1,1,0.86
20131215:1207,0.389,1,1,1,0.71
20131215:1307,0.292,1,1,1,0.71
20131215:1407,0.235,1,1,0.5,0.86
20131215:1507,0.223,1,1,1,0.86
20131215:1607,0.23,0.85,0.85,1,1
20131215:1707,0.37,0.31,0.31,0.5,1
20131215:1807,0.692,0.15,0.15,1,0.71
20131215:1907,0.563,0.15,0.15,1,0.57
20131215:2007,0.38,0.15,0.15,0.1,0.29
20131215:2107,0.269,0.15,0.15,0.1,0.14
20131215:2207,0.169,0.15,0.15,0.1,0.14
20131215:2307,0.114,0.15,0.15,0.1,0.14
20131216:0007,0.061,0.15,0.15,0.1,0.14
20131216:0107,0.053,0.15,0.15,0.1,0.14
20131216:0207,0.053,0.15,0.15,0.1,0.14
20131216:0307,0.053,0.15,0.15,0.1,0.29
20131216:0407,0.183,0.15,0.15,0.85,0.43
20131216:0507,0.281,0.15,0.15,0.85,0.57
20131216:0607,0.309,0.46,0.46,0.5,0.71
20131216:0707,0.281,0.92,0.92,0.1,0.86
20131216:0807,0.236,0.92,0.92,0.1,1
20131216:0907,0.242,1,1,0.1,1
20131216:1007,0.278,1,1,0.1,1
20131216:1107,0.299,1,1,1,0.86
20131216:1207,0.389,1,1,1,0.71
20131216:1307,0.292,1,1,1,0.71
20131216:1407,0.235,1,1,0.5,0.86
20131216:1507,0.223,1,1,1,0.86
20131216:1607,0.23,0.85,0.85,1,1
20131216:1707,0.37,0.31,0.31,0.5,1
20131216:1807,0.692,0.15,0.15,1,0.71
20131216:1907,0.563,0.15,0.15,1,0.57
20131216:2007,0.38,0.15,0.15,0.1,0.29
20131216:2107,0.269,0.15,0.15,0.1,0.14
20131216:2207,0.169,0.15,0.15,0.1,0.14
20131216:2307,0.114,0.15,0.15,0.1,0.14
20131217:0007,0.061,0.15,0.15,0.1,0.14
20131217:0107,0.053,0.15,0.15,0.1,0.14
20131217:0207,0.053,0.15,0.15,0.1,0.14
20131217:0307,0.053,0.15,0.15,0.1,0.29
20131217:0407,0.183,0.15,0.15,0.85,0.43
20131217:0507,0.281,0.15,0.15,0.85,0.57
20131217:0607,0.309,0.46,0.46,0.5,0.71
20131217:0707,0.281,0.92,0.92,0.1,0.86
20131217:0807,0.236,0.92,0.92,0.1,1
20131217:0907,0.242,1,1,0.1,1
20131217:1007,0.278,1,1,0.1,1
20131217:1107,0.299,1,1,1,0.86
20131217:1207,0.389,1,1,1,0.71
20131217:1307,0.292,1,1,1,0.71
20131217:1407,0.235,1,1,0.5,0.86
20131217:1507,0.223,1,1,1,0.86
